PairID	type	plink.IBD.PI_HAT
E660.12-E772.13	QCarray	0.1531
E660.12-E660.11	QCarray	0.1972
E660.12-E772.16	QCarray	0.1827
E660.12-E660.10	QCarray	0.2027
E660.12-E620.10	QCarray	0.2009
E660.12-E741.18	QCarray	0.1477
E660.12-E620.09	QCarray	0.1461
E660.12-E731.01	QCarray	0.1518
E660.12-E775.13	QCarray	0.1824
E660.12-E500.24	QCarray	0.1824
E660.12-S51423.T	QCarray	0.1487
E660.12-S51425.T	QCarray	0.1434
E660.12-S51434.T	QCarray	0.1587
E660.12-S51435.T	QCarray	0.1439
E660.12-S51436.T	QCarray	0.1715
E660.12-S51445.T	QCarray	0.1314
E660.12-S51446.T	QCarray	0.167
E660.12-S51540.T	QCarray	0.1451
E660.12-S51451.T	QCarray	0.1495
E660.12-S51453.T	QCarray	0.1623
E660.12-S51454.T	QCarray	0.1749
E660.12-S51455.T	QCarray	0.182
E660.12-S51458.T	QCarray	0.1576
E660.12-S51468.T	QCarray	0.1535
E660.12-S51472.T	QCarray	0.1393
E660.12-S51481.T	QCarray	0.1815
E660.12-S51484.T	QCarray	0.1753
E660.12-S51485.T	QCarray	0
E660.12-S51486.T	QCarray	0.1624
E660.12-S51487.T	QCarray	0.1483
E660.12-S51417.T	QCarray	0.1852
E660.12-S51418.T	QCarray	0.1422
E660.12-S51420.T	QCarray	0.1844
E660.12-S51424.T	QCarray	0.1409
E660.12-S51427.T	QCarray	0.1636
E660.12-S51429.T	QCarray	0.1262
E660.12-S51430.T	QCarray	0.1774
E660.12-S51431.T	QCarray	0.1587
E660.12-S51432.T	QCarray	0.1459
E660.12-S51441.T	QCarray	0.1667
E660.12-S51448.T	QCarray	0.133
E660.12-S51449.T	QCarray	0.1404
E660.12-S51459.T	QCarray	0.194
E660.12-S51460.T	QCarray	0.1863
E660.12-S51461.T	QCarray	0.1363
E660.12-S51466.T	QCarray	0.1417
E660.12-S51466.N	QCarray	0.1386
E660.12-S51468.N	QCarray	0.1822
E660.12-S51475.T	QCarray	0.1183
E660.12-S51480.T	QCarray	0.139
E660.12-S51490.T	QCarray	0.1707
E660.12-S51491.N	QCarray	0.1724
E660.12-S51480.N	QCarray	0.14
E660.12-S51482.T	QCarray	0.1913
E660.12-E337.2	QCarray	0.169
E660.12-E337.03	QCarray	0.166
E660.12-E337.07	QCarray	0.146
E660.12-E540.20	QCarray	0.1692
E772.13-E660.11	QCarray	0.0956
E772.13-E772.16	QCarray	0
E772.13-E660.10	QCarray	0.0333
E772.13-E620.10	QCarray	0
E772.13-E741.18	QCarray	0
E772.13-E620.09	QCarray	0.049
E772.13-E731.01	QCarray	0
E772.13-E775.13	QCarray	0
E772.13-E500.24	QCarray	0
E772.13-S51423.T	QCarray	0
E772.13-S51425.T	QCarray	0
E772.13-S51434.T	QCarray	0
E772.13-S51435.T	QCarray	0
E772.13-S51436.T	QCarray	0
E772.13-S51445.T	QCarray	0
E772.13-S51446.T	QCarray	0
E772.13-S51540.T	QCarray	0
E772.13-S51451.T	QCarray	0
E772.13-S51453.T	QCarray	0
E772.13-S51454.T	QCarray	0
E772.13-S51455.T	QCarray	0
E772.13-S51458.T	QCarray	0
E772.13-S51468.T	QCarray	0
E772.13-S51472.T	QCarray	0
E772.13-S51481.T	QCarray	0
E772.13-S51484.T	QCarray	0
E772.13-S51485.T	QCarray	0
E772.13-S51486.T	QCarray	0
E772.13-S51487.T	QCarray	0
E772.13-S51417.T	QCarray	0
E772.13-S51418.T	QCarray	0
E772.13-S51420.T	QCarray	0
E772.13-S51424.T	QCarray	0
E772.13-S51427.T	QCarray	0
E772.13-S51429.T	QCarray	0
E772.13-S51430.T	QCarray	0
E772.13-S51431.T	QCarray	0
E772.13-S51432.T	QCarray	0
E772.13-S51441.T	QCarray	0
E772.13-S51448.T	QCarray	0
E772.13-S51449.T	QCarray	0
E772.13-S51459.T	QCarray	0
E772.13-S51460.T	QCarray	0
E772.13-S51461.T	QCarray	0
E772.13-S51466.T	QCarray	0
E772.13-S51466.N	QCarray	0
E772.13-S51468.N	QCarray	0
E772.13-S51475.T	QCarray	0
E772.13-S51480.T	QCarray	0
E772.13-S51490.T	QCarray	0
E772.13-S51491.N	QCarray	0
E772.13-S51480.N	QCarray	0
E772.13-S51482.T	QCarray	0
E772.13-E337.2	QCarray	0
E772.13-E337.03	QCarray	0
E772.13-E337.07	QCarray	0
E772.13-E540.20	QCarray	0
E660.11-E772.16	QCarray	0.0233
E660.11-E660.10	QCarray	0.1819
E660.11-E620.10	QCarray	0.1085
E660.11-E741.18	QCarray	0.1483
E660.11-E620.09	QCarray	0.145
E660.11-E731.01	QCarray	0.16
E660.11-E775.13	QCarray	0.1646
E660.11-E500.24	QCarray	0.0854
E660.11-S51423.T	QCarray	0.1655
E660.11-S51425.T	QCarray	0.1637
E660.11-S51434.T	QCarray	0.1193
E660.11-S51435.T	QCarray	0.1637
E660.11-S51436.T	QCarray	0.158
E660.11-S51445.T	QCarray	0.079
E660.11-S51446.T	QCarray	0.1237
E660.11-S51540.T	QCarray	0.1271
E660.11-S51451.T	QCarray	0.1012
E660.11-S51453.T	QCarray	0.1315
E660.11-S51454.T	QCarray	0.1612
E660.11-S51455.T	QCarray	0.1522
E660.11-S51458.T	QCarray	0.117
E660.11-S51468.T	QCarray	0.0045
E660.11-S51472.T	QCarray	0.1158
E660.11-S51481.T	QCarray	0.1002
E660.11-S51484.T	QCarray	0.1644
E660.11-S51485.T	QCarray	0.0194
E660.11-S51486.T	QCarray	0.0873
E660.11-S51487.T	QCarray	0.1063
E660.11-S51417.T	QCarray	0.1401
E660.11-S51418.T	QCarray	0.1577
E660.11-S51420.T	QCarray	0
E660.11-S51424.T	QCarray	0.1262
E660.11-S51427.T	QCarray	0.1299
E660.11-S51429.T	QCarray	0.1307
E660.11-S51430.T	QCarray	0.1422
E660.11-S51431.T	QCarray	0.145
E660.11-S51432.T	QCarray	0.1199
E660.11-S51441.T	QCarray	0.1509
E660.11-S51448.T	QCarray	0.084
E660.11-S51449.T	QCarray	0.1218
E660.11-S51459.T	QCarray	0.1135
E660.11-S51460.T	QCarray	0.1705
E660.11-S51461.T	QCarray	0.0506
E660.11-S51466.T	QCarray	0.1233
E660.11-S51466.N	QCarray	0.1262
E660.11-S51468.N	QCarray	0.0957
E660.11-S51475.T	QCarray	0
E660.11-S51480.T	QCarray	0
E660.11-S51490.T	QCarray	0.1234
E660.11-S51491.N	QCarray	0.1286
E660.11-S51480.N	QCarray	0
E660.11-S51482.T	QCarray	0.1044
E660.11-E337.2	QCarray	0.1522
E660.11-E337.03	QCarray	0.1516
E660.11-E337.07	QCarray	0.0843
E660.11-E540.20	QCarray	0.1464
E772.16-E660.10	QCarray	0
E772.16-E620.10	QCarray	0
E772.16-E741.18	QCarray	0
E772.16-E620.09	QCarray	0
E772.16-E731.01	QCarray	0
E772.16-E775.13	QCarray	0
E772.16-E500.24	QCarray	0
E772.16-S51423.T	QCarray	0
E772.16-S51425.T	QCarray	0
E772.16-S51434.T	QCarray	0
E772.16-S51435.T	QCarray	0
E772.16-S51436.T	QCarray	0
E772.16-S51445.T	QCarray	0
E772.16-S51446.T	QCarray	0
E772.16-S51540.T	QCarray	0
E772.16-S51451.T	QCarray	0
E772.16-S51453.T	QCarray	0
E772.16-S51454.T	QCarray	0
E772.16-S51455.T	QCarray	0
E772.16-S51458.T	QCarray	0
E772.16-S51468.T	QCarray	0
E772.16-S51472.T	QCarray	0
E772.16-S51481.T	QCarray	0
E772.16-S51484.T	QCarray	0
E772.16-S51485.T	QCarray	0
E772.16-S51486.T	QCarray	0
E772.16-S51487.T	QCarray	0
E772.16-S51417.T	QCarray	0
E772.16-S51418.T	QCarray	0
E772.16-S51420.T	QCarray	0.1177
E772.16-S51424.T	QCarray	0
E772.16-S51427.T	QCarray	0
E772.16-S51429.T	QCarray	0
E772.16-S51430.T	QCarray	0
E772.16-S51431.T	QCarray	0
E772.16-S51432.T	QCarray	0
E772.16-S51441.T	QCarray	0
E772.16-S51448.T	QCarray	0
E772.16-S51449.T	QCarray	0
E772.16-S51459.T	QCarray	0
E772.16-S51460.T	QCarray	0
E772.16-S51461.T	QCarray	0
E772.16-S51466.T	QCarray	0
E772.16-S51466.N	QCarray	0
E772.16-S51468.N	QCarray	0
E772.16-S51475.T	QCarray	0.1511
E772.16-S51480.T	QCarray	0.1469
E772.16-S51490.T	QCarray	0
E772.16-S51491.N	QCarray	0
E772.16-S51480.N	QCarray	0.1486
E772.16-S51482.T	QCarray	0
E772.16-E337.2	QCarray	0
E772.16-E337.03	QCarray	0
E772.16-E337.07	QCarray	0
E772.16-E540.20	QCarray	0
E660.10-E620.10	QCarray	0
E660.10-E741.18	QCarray	0.1025
E660.10-E620.09	QCarray	0.0883
E660.10-E731.01	QCarray	0.0635
E660.10-E775.13	QCarray	0.0665
E660.10-E500.24	QCarray	0
E660.10-S51423.T	QCarray	0.0232
E660.10-S51425.T	QCarray	0
E660.10-S51434.T	QCarray	0.0545
E660.10-S51435.T	QCarray	0.049
E660.10-S51436.T	QCarray	0.0621
E660.10-S51445.T	QCarray	0
E660.10-S51446.T	QCarray	0.0589
E660.10-S51540.T	QCarray	0
E660.10-S51451.T	QCarray	0
E660.10-S51453.T	QCarray	0.0478
E660.10-S51454.T	QCarray	0.0482
E660.10-S51455.T	QCarray	0.0175
E660.10-S51458.T	QCarray	0
E660.10-S51468.T	QCarray	0
E660.10-S51472.T	QCarray	0.0838
E660.10-S51481.T	QCarray	0.0311
E660.10-S51484.T	QCarray	0.0586
E660.10-S51485.T	QCarray	0
E660.10-S51486.T	QCarray	0
E660.10-S51487.T	QCarray	0
E660.10-S51417.T	QCarray	0
E660.10-S51418.T	QCarray	0.0499
E660.10-S51420.T	QCarray	0
E660.10-S51424.T	QCarray	0.0023
E660.10-S51427.T	QCarray	0.0116
E660.10-S51429.T	QCarray	0
E660.10-S51430.T	QCarray	0
E660.10-S51431.T	QCarray	0.0265
E660.10-S51432.T	QCarray	0
E660.10-S51441.T	QCarray	0.0587
E660.10-S51448.T	QCarray	0
E660.10-S51449.T	QCarray	0
E660.10-S51459.T	QCarray	0
E660.10-S51460.T	QCarray	0.0953
E660.10-S51461.T	QCarray	0
E660.10-S51466.T	QCarray	0
E660.10-S51466.N	QCarray	0
E660.10-S51468.N	QCarray	0
E660.10-S51475.T	QCarray	0
E660.10-S51480.T	QCarray	0
E660.10-S51490.T	QCarray	0
E660.10-S51491.N	QCarray	0
E660.10-S51480.N	QCarray	0
E660.10-S51482.T	QCarray	0
E660.10-E337.2	QCarray	0.0592
E660.10-E337.03	QCarray	0.0584
E660.10-E337.07	QCarray	0
E660.10-E540.20	QCarray	0.0788
E620.10-E741.18	QCarray	0
E620.10-E620.09	QCarray	0
E620.10-E731.01	QCarray	0
E620.10-E775.13	QCarray	0
E620.10-E500.24	QCarray	0
E620.10-S51423.T	QCarray	0
E620.10-S51425.T	QCarray	0
E620.10-S51434.T	QCarray	0
E620.10-S51435.T	QCarray	0
E620.10-S51436.T	QCarray	0
E620.10-S51445.T	QCarray	0
E620.10-S51446.T	QCarray	0
E620.10-S51540.T	QCarray	0
E620.10-S51451.T	QCarray	0
E620.10-S51453.T	QCarray	0
E620.10-S51454.T	QCarray	0
E620.10-S51455.T	QCarray	0
E620.10-S51458.T	QCarray	0
E620.10-S51468.T	QCarray	0
E620.10-S51472.T	QCarray	0
E620.10-S51481.T	QCarray	0.0403
E620.10-S51484.T	QCarray	0
E620.10-S51485.T	QCarray	0
E620.10-S51486.T	QCarray	0
E620.10-S51487.T	QCarray	0
E620.10-S51417.T	QCarray	0
E620.10-S51418.T	QCarray	0
E620.10-S51420.T	QCarray	0
E620.10-S51424.T	QCarray	0
E620.10-S51427.T	QCarray	0
E620.10-S51429.T	QCarray	0
E620.10-S51430.T	QCarray	0
E620.10-S51431.T	QCarray	0
E620.10-S51432.T	QCarray	0
E620.10-S51441.T	QCarray	0
E620.10-S51448.T	QCarray	0
E620.10-S51449.T	QCarray	0.0868
E620.10-S51459.T	QCarray	0
E620.10-S51460.T	QCarray	0
E620.10-S51461.T	QCarray	0
E620.10-S51466.T	QCarray	0
E620.10-S51466.N	QCarray	0
E620.10-S51468.N	QCarray	0
E620.10-S51475.T	QCarray	0
E620.10-S51480.T	QCarray	0
E620.10-S51490.T	QCarray	0
E620.10-S51491.N	QCarray	0
E620.10-S51480.N	QCarray	0
E620.10-S51482.T	QCarray	0
E620.10-E337.2	QCarray	0
E620.10-E337.03	QCarray	0
E620.10-E337.07	QCarray	0
E620.10-E540.20	QCarray	0
E741.18-E620.09	QCarray	0.0484
E741.18-E731.01	QCarray	0.0417
E741.18-E775.13	QCarray	0.051
E741.18-E500.24	QCarray	0
E741.18-S51423.T	QCarray	0
E741.18-S51425.T	QCarray	0
E741.18-S51434.T	QCarray	0.0626
E741.18-S51435.T	QCarray	0
E741.18-S51436.T	QCarray	0.047
E741.18-S51445.T	QCarray	0
E741.18-S51446.T	QCarray	0.034
E741.18-S51540.T	QCarray	0
E741.18-S51451.T	QCarray	0
E741.18-S51453.T	QCarray	0
E741.18-S51454.T	QCarray	0.0063
E741.18-S51455.T	QCarray	0
E741.18-S51458.T	QCarray	0
E741.18-S51468.T	QCarray	0
E741.18-S51472.T	QCarray	0
E741.18-S51481.T	QCarray	0
E741.18-S51484.T	QCarray	0
E741.18-S51485.T	QCarray	0
E741.18-S51486.T	QCarray	0
E741.18-S51487.T	QCarray	0
E741.18-S51417.T	QCarray	0
E741.18-S51418.T	QCarray	0
E741.18-S51420.T	QCarray	0
E741.18-S51424.T	QCarray	0
E741.18-S51427.T	QCarray	0
E741.18-S51429.T	QCarray	0
E741.18-S51430.T	QCarray	0
E741.18-S51431.T	QCarray	0
E741.18-S51432.T	QCarray	0
E741.18-S51441.T	QCarray	0
E741.18-S51448.T	QCarray	0
E741.18-S51449.T	QCarray	0
E741.18-S51459.T	QCarray	0
E741.18-S51460.T	QCarray	0.0539
E741.18-S51461.T	QCarray	0
E741.18-S51466.T	QCarray	0
E741.18-S51466.N	QCarray	0
E741.18-S51468.N	QCarray	0
E741.18-S51475.T	QCarray	0
E741.18-S51480.T	QCarray	0
E741.18-S51490.T	QCarray	0
E741.18-S51491.N	QCarray	0
E741.18-S51480.N	QCarray	0
E741.18-S51482.T	QCarray	0
E741.18-E337.2	QCarray	0.041
E741.18-E337.03	QCarray	0
E741.18-E337.07	QCarray	0
E741.18-E540.20	QCarray	0.0588
E620.09-E731.01	QCarray	0.0463
E620.09-E775.13	QCarray	0.0557
E620.09-E500.24	QCarray	0
E620.09-S51423.T	QCarray	0
E620.09-S51425.T	QCarray	0
E620.09-S51434.T	QCarray	0.0763
E620.09-S51435.T	QCarray	0.0393
E620.09-S51436.T	QCarray	0.0442
E620.09-S51445.T	QCarray	0
E620.09-S51446.T	QCarray	0.0338
E620.09-S51540.T	QCarray	0
E620.09-S51451.T	QCarray	0
E620.09-S51453.T	QCarray	0.0059
E620.09-S51454.T	QCarray	0.0269
E620.09-S51455.T	QCarray	0
E620.09-S51458.T	QCarray	0
E620.09-S51468.T	QCarray	0
E620.09-S51472.T	QCarray	0
E620.09-S51481.T	QCarray	0
E620.09-S51484.T	QCarray	0
E620.09-S51485.T	QCarray	0
E620.09-S51486.T	QCarray	0
E620.09-S51487.T	QCarray	0
E620.09-S51417.T	QCarray	0
E620.09-S51418.T	QCarray	0.0439
E620.09-S51420.T	QCarray	0
E620.09-S51424.T	QCarray	0
E620.09-S51427.T	QCarray	0
E620.09-S51429.T	QCarray	0
E620.09-S51430.T	QCarray	0
E620.09-S51431.T	QCarray	0
E620.09-S51432.T	QCarray	0
E620.09-S51441.T	QCarray	0.0278
E620.09-S51448.T	QCarray	0
E620.09-S51449.T	QCarray	0
E620.09-S51459.T	QCarray	0
E620.09-S51460.T	QCarray	0.0455
E620.09-S51461.T	QCarray	0
E620.09-S51466.T	QCarray	0
E620.09-S51466.N	QCarray	0
E620.09-S51468.N	QCarray	0
E620.09-S51475.T	QCarray	0
E620.09-S51480.T	QCarray	0
E620.09-S51490.T	QCarray	0
E620.09-S51491.N	QCarray	0
E620.09-S51480.N	QCarray	0
E620.09-S51482.T	QCarray	0
E620.09-E337.2	QCarray	0.038
E620.09-E337.03	QCarray	0.029
E620.09-E337.07	QCarray	0
E620.09-E540.20	QCarray	0.0433
E731.01-E775.13	QCarray	0.0493
E731.01-E500.24	QCarray	0
E731.01-S51423.T	QCarray	0
E731.01-S51425.T	QCarray	0
E731.01-S51434.T	QCarray	0.0528
E731.01-S51435.T	QCarray	0
E731.01-S51436.T	QCarray	0.0618
E731.01-S51445.T	QCarray	0
E731.01-S51446.T	QCarray	0.0461
E731.01-S51540.T	QCarray	0
E731.01-S51451.T	QCarray	0
E731.01-S51453.T	QCarray	0
E731.01-S51454.T	QCarray	0
E731.01-S51455.T	QCarray	0
E731.01-S51458.T	QCarray	0
E731.01-S51468.T	QCarray	0
E731.01-S51472.T	QCarray	0
E731.01-S51481.T	QCarray	0
E731.01-S51484.T	QCarray	0.0163
E731.01-S51485.T	QCarray	0
E731.01-S51486.T	QCarray	0
E731.01-S51487.T	QCarray	0
E731.01-S51417.T	QCarray	0
E731.01-S51418.T	QCarray	0.0319
E731.01-S51420.T	QCarray	0
E731.01-S51424.T	QCarray	0
E731.01-S51427.T	QCarray	0
E731.01-S51429.T	QCarray	0
E731.01-S51430.T	QCarray	0
E731.01-S51431.T	QCarray	0
E731.01-S51432.T	QCarray	0
E731.01-S51441.T	QCarray	0
E731.01-S51448.T	QCarray	0
E731.01-S51449.T	QCarray	0
E731.01-S51459.T	QCarray	0
E731.01-S51460.T	QCarray	0.0244
E731.01-S51461.T	QCarray	0
E731.01-S51466.T	QCarray	0
E731.01-S51466.N	QCarray	0
E731.01-S51468.N	QCarray	0
E731.01-S51475.T	QCarray	0
E731.01-S51480.T	QCarray	0
E731.01-S51490.T	QCarray	0
E731.01-S51491.N	QCarray	0
E731.01-S51480.N	QCarray	0
E731.01-S51482.T	QCarray	0
E731.01-E337.2	QCarray	0.0601
E731.01-E337.03	QCarray	0
E731.01-E337.07	QCarray	0
E731.01-E540.20	QCarray	0.0707
E775.13-E500.24	QCarray	0
E775.13-S51423.T	QCarray	0
E775.13-S51425.T	QCarray	0
E775.13-S51434.T	QCarray	0.0498
E775.13-S51435.T	QCarray	0.0471
E775.13-S51436.T	QCarray	0.0946
E775.13-S51445.T	QCarray	0.0618
E775.13-S51446.T	QCarray	0.0376
E775.13-S51540.T	QCarray	0
E775.13-S51451.T	QCarray	0
E775.13-S51453.T	QCarray	0.0226
E775.13-S51454.T	QCarray	0.0396
E775.13-S51455.T	QCarray	0
E775.13-S51458.T	QCarray	0
E775.13-S51468.T	QCarray	0
E775.13-S51472.T	QCarray	0
E775.13-S51481.T	QCarray	0
E775.13-S51484.T	QCarray	0
E775.13-S51485.T	QCarray	0
E775.13-S51486.T	QCarray	0
E775.13-S51487.T	QCarray	0
E775.13-S51417.T	QCarray	0
E775.13-S51418.T	QCarray	0.0385
E775.13-S51420.T	QCarray	0
E775.13-S51424.T	QCarray	0
E775.13-S51427.T	QCarray	0
E775.13-S51429.T	QCarray	0
E775.13-S51430.T	QCarray	0
E775.13-S51431.T	QCarray	0
E775.13-S51432.T	QCarray	0
E775.13-S51441.T	QCarray	0.0675
E775.13-S51448.T	QCarray	0
E775.13-S51449.T	QCarray	0
E775.13-S51459.T	QCarray	0
E775.13-S51460.T	QCarray	0.0521
E775.13-S51461.T	QCarray	0
E775.13-S51466.T	QCarray	0
E775.13-S51466.N	QCarray	0
E775.13-S51468.N	QCarray	0
E775.13-S51475.T	QCarray	0
E775.13-S51480.T	QCarray	0
E775.13-S51490.T	QCarray	0
E775.13-S51491.N	QCarray	0
E775.13-S51480.N	QCarray	0
E775.13-S51482.T	QCarray	0
E775.13-E337.2	QCarray	0.0911
E775.13-E337.03	QCarray	0.0695
E775.13-E337.07	QCarray	0
E775.13-E540.20	QCarray	0.0686
E500.24-S51423.T	QCarray	0
E500.24-S51425.T	QCarray	0
E500.24-S51434.T	QCarray	0
E500.24-S51435.T	QCarray	0
E500.24-S51436.T	QCarray	0
E500.24-S51445.T	QCarray	0
E500.24-S51446.T	QCarray	0
E500.24-S51540.T	QCarray	0
E500.24-S51451.T	QCarray	0
E500.24-S51453.T	QCarray	0
E500.24-S51454.T	QCarray	0
E500.24-S51455.T	QCarray	0
E500.24-S51458.T	QCarray	0.1064
E500.24-S51468.T	QCarray	0
E500.24-S51472.T	QCarray	0
E500.24-S51481.T	QCarray	0
E500.24-S51484.T	QCarray	0
E500.24-S51485.T	QCarray	0
E500.24-S51486.T	QCarray	0
E500.24-S51487.T	QCarray	0
E500.24-S51417.T	QCarray	0
E500.24-S51418.T	QCarray	0
E500.24-S51420.T	QCarray	0
E500.24-S51424.T	QCarray	0
E500.24-S51427.T	QCarray	0
E500.24-S51429.T	QCarray	0
E500.24-S51430.T	QCarray	0
E500.24-S51431.T	QCarray	0
E500.24-S51432.T	QCarray	0
E500.24-S51441.T	QCarray	0
E500.24-S51448.T	QCarray	0
E500.24-S51449.T	QCarray	0
E500.24-S51459.T	QCarray	0
E500.24-S51460.T	QCarray	0
E500.24-S51461.T	QCarray	0
E500.24-S51466.T	QCarray	0
E500.24-S51466.N	QCarray	0
E500.24-S51468.N	QCarray	0
E500.24-S51475.T	QCarray	0
E500.24-S51480.T	QCarray	0
E500.24-S51490.T	QCarray	0
E500.24-S51491.N	QCarray	0
E500.24-S51480.N	QCarray	0
E500.24-S51482.T	QCarray	0.1009
E500.24-E337.2	QCarray	0
E500.24-E337.03	QCarray	0
E500.24-E337.07	QCarray	0
E500.24-E540.20	QCarray	0
S51423.T-S51425.T	QCarray	0.0361
S51423.T-S51434.T	QCarray	0
S51423.T-S51435.T	QCarray	0
S51423.T-S51436.T	QCarray	0
S51423.T-S51445.T	QCarray	0
S51423.T-S51446.T	QCarray	0
S51423.T-S51540.T	QCarray	0.0542
S51423.T-S51451.T	QCarray	0
S51423.T-S51453.T	QCarray	0.032
S51423.T-S51454.T	QCarray	0
S51423.T-S51455.T	QCarray	0.0271
S51423.T-S51458.T	QCarray	0
S51423.T-S51468.T	QCarray	0
S51423.T-S51472.T	QCarray	0
S51423.T-S51481.T	QCarray	0.0345
S51423.T-S51484.T	QCarray	0
S51423.T-S51485.T	QCarray	0
S51423.T-S51486.T	QCarray	0.0314
S51423.T-S51487.T	QCarray	0.0243
S51423.T-S51417.T	QCarray	0.0293
S51423.T-S51418.T	QCarray	0
S51423.T-S51420.T	QCarray	0
S51423.T-S51424.T	QCarray	0.0484
S51423.T-S51427.T	QCarray	0.0188
S51423.T-S51429.T	QCarray	0
S51423.T-S51430.T	QCarray	0.0027
S51423.T-S51431.T	QCarray	0.0168
S51423.T-S51432.T	QCarray	0.0166
S51423.T-S51441.T	QCarray	0
S51423.T-S51448.T	QCarray	0
S51423.T-S51449.T	QCarray	0
S51423.T-S51459.T	QCarray	0.0131
S51423.T-S51460.T	QCarray	0
S51423.T-S51461.T	QCarray	0
S51423.T-S51466.T	QCarray	0.0217
S51423.T-S51466.N	QCarray	0.0249
S51423.T-S51468.N	QCarray	0.0394
S51423.T-S51475.T	QCarray	0
S51423.T-S51480.T	QCarray	0
S51423.T-S51490.T	QCarray	0.0321
S51423.T-S51491.N	QCarray	0.0262
S51423.T-S51480.N	QCarray	0
S51423.T-S51482.T	QCarray	0
S51423.T-E337.2	QCarray	0
S51423.T-E337.03	QCarray	0
S51423.T-E337.07	QCarray	0
S51423.T-E540.20	QCarray	0
S51425.T-S51434.T	QCarray	0
S51425.T-S51435.T	QCarray	0
S51425.T-S51436.T	QCarray	0
S51425.T-S51445.T	QCarray	0
S51425.T-S51446.T	QCarray	0
S51425.T-S51540.T	QCarray	0.0057
S51425.T-S51451.T	QCarray	0
S51425.T-S51453.T	QCarray	0
S51425.T-S51454.T	QCarray	0
S51425.T-S51455.T	QCarray	0
S51425.T-S51458.T	QCarray	0
S51425.T-S51468.T	QCarray	0
S51425.T-S51472.T	QCarray	0
S51425.T-S51481.T	QCarray	0.0491
S51425.T-S51484.T	QCarray	0
S51425.T-S51485.T	QCarray	0
S51425.T-S51486.T	QCarray	0
S51425.T-S51487.T	QCarray	0
S51425.T-S51417.T	QCarray	0.0387
S51425.T-S51418.T	QCarray	0
S51425.T-S51420.T	QCarray	0
S51425.T-S51424.T	QCarray	0
S51425.T-S51427.T	QCarray	0.0418
S51425.T-S51429.T	QCarray	0
S51425.T-S51430.T	QCarray	0.0654
S51425.T-S51431.T	QCarray	0
S51425.T-S51432.T	QCarray	0.024
S51425.T-S51441.T	QCarray	0
S51425.T-S51448.T	QCarray	0
S51425.T-S51449.T	QCarray	0.027
S51425.T-S51459.T	QCarray	0
S51425.T-S51460.T	QCarray	0
S51425.T-S51461.T	QCarray	0
S51425.T-S51466.T	QCarray	0.0099
S51425.T-S51466.N	QCarray	0
S51425.T-S51468.N	QCarray	0.0089
S51425.T-S51475.T	QCarray	0
S51425.T-S51480.T	QCarray	0
S51425.T-S51490.T	QCarray	0.0383
S51425.T-S51491.N	QCarray	0.0413
S51425.T-S51480.N	QCarray	0
S51425.T-S51482.T	QCarray	0
S51425.T-E337.2	QCarray	0
S51425.T-E337.03	QCarray	0
S51425.T-E337.07	QCarray	0
S51425.T-E540.20	QCarray	0
S51434.T-S51435.T	QCarray	0.0196
S51434.T-S51436.T	QCarray	0.0595
S51434.T-S51445.T	QCarray	0
S51434.T-S51446.T	QCarray	0.0393
S51434.T-S51540.T	QCarray	0
S51434.T-S51451.T	QCarray	0
S51434.T-S51453.T	QCarray	0
S51434.T-S51454.T	QCarray	0
S51434.T-S51455.T	QCarray	0
S51434.T-S51458.T	QCarray	0
S51434.T-S51468.T	QCarray	0
S51434.T-S51472.T	QCarray	0
S51434.T-S51481.T	QCarray	0
S51434.T-S51484.T	QCarray	0
S51434.T-S51485.T	QCarray	0
S51434.T-S51486.T	QCarray	0
S51434.T-S51487.T	QCarray	0
S51434.T-S51417.T	QCarray	0
S51434.T-S51418.T	QCarray	0
S51434.T-S51420.T	QCarray	0
S51434.T-S51424.T	QCarray	0
S51434.T-S51427.T	QCarray	0
S51434.T-S51429.T	QCarray	0
S51434.T-S51430.T	QCarray	0
S51434.T-S51431.T	QCarray	0
S51434.T-S51432.T	QCarray	0
S51434.T-S51441.T	QCarray	0.033
S51434.T-S51448.T	QCarray	0
S51434.T-S51449.T	QCarray	0
S51434.T-S51459.T	QCarray	0
S51434.T-S51460.T	QCarray	0.0264
S51434.T-S51461.T	QCarray	0
S51434.T-S51466.T	QCarray	0
S51434.T-S51466.N	QCarray	0
S51434.T-S51468.N	QCarray	0
S51434.T-S51475.T	QCarray	0
S51434.T-S51480.T	QCarray	0
S51434.T-S51490.T	QCarray	0
S51434.T-S51491.N	QCarray	0
S51434.T-S51480.N	QCarray	0
S51434.T-S51482.T	QCarray	0
S51434.T-E337.2	QCarray	0.0692
S51434.T-E337.03	QCarray	0.0368
S51434.T-E337.07	QCarray	0
S51434.T-E540.20	QCarray	0.0486
S51435.T-S51436.T	QCarray	0.0574
S51435.T-S51445.T	QCarray	0
S51435.T-S51446.T	QCarray	0.0245
S51435.T-S51540.T	QCarray	0
S51435.T-S51451.T	QCarray	0
S51435.T-S51453.T	QCarray	0
S51435.T-S51454.T	QCarray	0.0204
S51435.T-S51455.T	QCarray	0
S51435.T-S51458.T	QCarray	0
S51435.T-S51468.T	QCarray	0
S51435.T-S51472.T	QCarray	0
S51435.T-S51481.T	QCarray	0
S51435.T-S51484.T	QCarray	0
S51435.T-S51485.T	QCarray	0
S51435.T-S51486.T	QCarray	0
S51435.T-S51487.T	QCarray	0
