PairID	type	plink.IBD.PI_HAT
S51435.T-S51417.T	QCarray	0
S51435.T-S51418.T	QCarray	0
S51435.T-S51420.T	QCarray	0
S51435.T-S51424.T	QCarray	0
S51435.T-S51427.T	QCarray	0
S51435.T-S51429.T	QCarray	0
S51435.T-S51430.T	QCarray	0
S51435.T-S51431.T	QCarray	0
S51435.T-S51432.T	QCarray	0
S51435.T-S51441.T	QCarray	0
S51435.T-S51448.T	QCarray	0
S51435.T-S51449.T	QCarray	0
S51435.T-S51459.T	QCarray	0
S51435.T-S51460.T	QCarray	0.0273
S51435.T-S51461.T	QCarray	0
S51435.T-S51466.T	QCarray	0
S51435.T-S51466.N	QCarray	0
S51435.T-S51468.N	QCarray	0
S51435.T-S51475.T	QCarray	0
S51435.T-S51480.T	QCarray	0
S51435.T-S51490.T	QCarray	0
S51435.T-S51491.N	QCarray	0
S51435.T-S51480.N	QCarray	0
S51435.T-S51482.T	QCarray	0
S51435.T-E337.2	QCarray	0.0539
S51435.T-E337.03	QCarray	0
S51435.T-E337.07	QCarray	0
S51435.T-E540.20	QCarray	0.0268
S51436.T-S51445.T	QCarray	0
S51436.T-S51446.T	QCarray	0.0757
S51436.T-S51540.T	QCarray	0
S51436.T-S51451.T	QCarray	0
S51436.T-S51453.T	QCarray	0
S51436.T-S51454.T	QCarray	0.0464
S51436.T-S51455.T	QCarray	0
S51436.T-S51458.T	QCarray	0
S51436.T-S51468.T	QCarray	0
S51436.T-S51472.T	QCarray	0.0407
S51436.T-S51481.T	QCarray	0
S51436.T-S51484.T	QCarray	0.0347
S51436.T-S51485.T	QCarray	0
S51436.T-S51486.T	QCarray	0
S51436.T-S51487.T	QCarray	0
S51436.T-S51417.T	QCarray	0
S51436.T-S51418.T	QCarray	0.0347
S51436.T-S51420.T	QCarray	0
S51436.T-S51424.T	QCarray	0
S51436.T-S51427.T	QCarray	0
S51436.T-S51429.T	QCarray	0
S51436.T-S51430.T	QCarray	0
S51436.T-S51431.T	QCarray	0
S51436.T-S51432.T	QCarray	0
S51436.T-S51441.T	QCarray	0
S51436.T-S51448.T	QCarray	0
S51436.T-S51449.T	QCarray	0
S51436.T-S51459.T	QCarray	0
S51436.T-S51460.T	QCarray	0.0602
S51436.T-S51461.T	QCarray	0
S51436.T-S51466.T	QCarray	0
S51436.T-S51466.N	QCarray	0
S51436.T-S51468.N	QCarray	0
S51436.T-S51475.T	QCarray	0
S51436.T-S51480.T	QCarray	0
S51436.T-S51490.T	QCarray	0
S51436.T-S51491.N	QCarray	0
S51436.T-S51480.N	QCarray	0
S51436.T-S51482.T	QCarray	0
S51436.T-E337.2	QCarray	0.9997
S51436.T-E337.03	QCarray	0
S51436.T-E337.07	QCarray	0
S51436.T-E540.20	QCarray	0.0544
S51445.T-S51446.T	QCarray	0
S51445.T-S51540.T	QCarray	0
S51445.T-S51451.T	QCarray	0
S51445.T-S51453.T	QCarray	0
S51445.T-S51454.T	QCarray	0
S51445.T-S51455.T	QCarray	0
S51445.T-S51458.T	QCarray	0
S51445.T-S51468.T	QCarray	0
S51445.T-S51472.T	QCarray	0
S51445.T-S51481.T	QCarray	0
S51445.T-S51484.T	QCarray	0
S51445.T-S51485.T	QCarray	0
S51445.T-S51486.T	QCarray	0
S51445.T-S51487.T	QCarray	0
S51445.T-S51417.T	QCarray	0
S51445.T-S51418.T	QCarray	0
S51445.T-S51420.T	QCarray	0
S51445.T-S51424.T	QCarray	0
S51445.T-S51427.T	QCarray	0
S51445.T-S51429.T	QCarray	0
S51445.T-S51430.T	QCarray	0
S51445.T-S51431.T	QCarray	0
S51445.T-S51432.T	QCarray	0
S51445.T-S51441.T	QCarray	0
S51445.T-S51448.T	QCarray	0
S51445.T-S51449.T	QCarray	0
S51445.T-S51459.T	QCarray	0
S51445.T-S51460.T	QCarray	0
S51445.T-S51461.T	QCarray	0
S51445.T-S51466.T	QCarray	0
S51445.T-S51466.N	QCarray	0
S51445.T-S51468.N	QCarray	0
S51445.T-S51475.T	QCarray	0
S51445.T-S51480.T	QCarray	0
S51445.T-S51490.T	QCarray	0
S51445.T-S51491.N	QCarray	0
S51445.T-S51480.N	QCarray	0
S51445.T-S51482.T	QCarray	0
S51445.T-E337.2	QCarray	0
S51445.T-E337.03	QCarray	0
S51445.T-E337.07	QCarray	0
S51445.T-E540.20	QCarray	0
S51446.T-S51540.T	QCarray	0
S51446.T-S51451.T	QCarray	0
S51446.T-S51453.T	QCarray	0
S51446.T-S51454.T	QCarray	0.0327
S51446.T-S51455.T	QCarray	0
S51446.T-S51458.T	QCarray	0
S51446.T-S51468.T	QCarray	0
S51446.T-S51472.T	QCarray	0
S51446.T-S51481.T	QCarray	0
S51446.T-S51484.T	QCarray	0
S51446.T-S51485.T	QCarray	0
S51446.T-S51486.T	QCarray	0
S51446.T-S51487.T	QCarray	0
S51446.T-S51417.T	QCarray	0
S51446.T-S51418.T	QCarray	0.0316
S51446.T-S51420.T	QCarray	0
S51446.T-S51424.T	QCarray	0
S51446.T-S51427.T	QCarray	0
S51446.T-S51429.T	QCarray	0
S51446.T-S51430.T	QCarray	0
S51446.T-S51431.T	QCarray	0
S51446.T-S51432.T	QCarray	0
S51446.T-S51441.T	QCarray	0
S51446.T-S51448.T	QCarray	0
S51446.T-S51449.T	QCarray	0
S51446.T-S51459.T	QCarray	0
S51446.T-S51460.T	QCarray	0.0472
S51446.T-S51461.T	QCarray	0
S51446.T-S51466.T	QCarray	0
S51446.T-S51466.N	QCarray	0
S51446.T-S51468.N	QCarray	0
S51446.T-S51475.T	QCarray	0
S51446.T-S51480.T	QCarray	0
S51446.T-S51490.T	QCarray	0
S51446.T-S51491.N	QCarray	0
S51446.T-S51480.N	QCarray	0
S51446.T-S51482.T	QCarray	0
S51446.T-E337.2	QCarray	0.073
S51446.T-E337.03	QCarray	0
S51446.T-E337.07	QCarray	0
S51446.T-E540.20	QCarray	0
S51540.T-S51451.T	QCarray	0
S51540.T-S51453.T	QCarray	0
S51540.T-S51454.T	QCarray	0
S51540.T-S51455.T	QCarray	0
S51540.T-S51458.T	QCarray	0
S51540.T-S51468.T	QCarray	0
S51540.T-S51472.T	QCarray	0
S51540.T-S51481.T	QCarray	0.0342
S51540.T-S51484.T	QCarray	0.0118
S51540.T-S51485.T	QCarray	0
S51540.T-S51486.T	QCarray	0.0455
S51540.T-S51487.T	QCarray	0
S51540.T-S51417.T	QCarray	0.0441
S51540.T-S51418.T	QCarray	0
S51540.T-S51420.T	QCarray	0
S51540.T-S51424.T	QCarray	0.0415
S51540.T-S51427.T	QCarray	0.0193
S51540.T-S51429.T	QCarray	0.0609
S51540.T-S51430.T	QCarray	0.0349
S51540.T-S51431.T	QCarray	0.0358
S51540.T-S51432.T	QCarray	0.0618
S51540.T-S51441.T	QCarray	0
S51540.T-S51448.T	QCarray	0
S51540.T-S51449.T	QCarray	0.0506
S51540.T-S51459.T	QCarray	0.0736
S51540.T-S51460.T	QCarray	0
S51540.T-S51461.T	QCarray	0.0792
S51540.T-S51466.T	QCarray	0.0522
S51540.T-S51466.N	QCarray	0.0497
S51540.T-S51468.N	QCarray	0.0473
S51540.T-S51475.T	QCarray	0
S51540.T-S51480.T	QCarray	0
S51540.T-S51490.T	QCarray	0.0212
S51540.T-S51491.N	QCarray	0.025
S51540.T-S51480.N	QCarray	0
S51540.T-S51482.T	QCarray	0
S51540.T-E337.2	QCarray	0
S51540.T-E337.03	QCarray	0
S51540.T-E337.07	QCarray	0.0581
S51540.T-E540.20	QCarray	0
S51451.T-S51453.T	QCarray	0
S51451.T-S51454.T	QCarray	0
S51451.T-S51455.T	QCarray	0
S51451.T-S51458.T	QCarray	0
S51451.T-S51468.T	QCarray	0
S51451.T-S51472.T	QCarray	0
S51451.T-S51481.T	QCarray	0
S51451.T-S51484.T	QCarray	0
S51451.T-S51485.T	QCarray	0
S51451.T-S51486.T	QCarray	0
S51451.T-S51487.T	QCarray	0
S51451.T-S51417.T	QCarray	0
S51451.T-S51418.T	QCarray	0
S51451.T-S51420.T	QCarray	0
S51451.T-S51424.T	QCarray	0
S51451.T-S51427.T	QCarray	0
S51451.T-S51429.T	QCarray	0
S51451.T-S51430.T	QCarray	0
S51451.T-S51431.T	QCarray	0
S51451.T-S51432.T	QCarray	0
S51451.T-S51441.T	QCarray	0
S51451.T-S51448.T	QCarray	0
S51451.T-S51449.T	QCarray	0
S51451.T-S51459.T	QCarray	0
S51451.T-S51460.T	QCarray	0
S51451.T-S51461.T	QCarray	0
S51451.T-S51466.T	QCarray	0
S51451.T-S51466.N	QCarray	0
S51451.T-S51468.N	QCarray	0
S51451.T-S51475.T	QCarray	0
S51451.T-S51480.T	QCarray	0
S51451.T-S51490.T	QCarray	0
S51451.T-S51491.N	QCarray	0
S51451.T-S51480.N	QCarray	0
S51451.T-S51482.T	QCarray	0
S51451.T-E337.2	QCarray	0
S51451.T-E337.03	QCarray	0
S51451.T-E337.07	QCarray	0
S51451.T-E540.20	QCarray	0
S51453.T-S51454.T	QCarray	0
S51453.T-S51455.T	QCarray	0
S51453.T-S51458.T	QCarray	0
S51453.T-S51468.T	QCarray	0
S51453.T-S51472.T	QCarray	0
S51453.T-S51481.T	QCarray	0.0328
S51453.T-S51484.T	QCarray	0
S51453.T-S51485.T	QCarray	0
S51453.T-S51486.T	QCarray	0
S51453.T-S51487.T	QCarray	0
S51453.T-S51417.T	QCarray	0
S51453.T-S51418.T	QCarray	0
S51453.T-S51420.T	QCarray	0
S51453.T-S51424.T	QCarray	0
S51453.T-S51427.T	QCarray	0
S51453.T-S51429.T	QCarray	0
S51453.T-S51430.T	QCarray	0
S51453.T-S51431.T	QCarray	0
S51453.T-S51432.T	QCarray	0
S51453.T-S51441.T	QCarray	0
S51453.T-S51448.T	QCarray	0
S51453.T-S51449.T	QCarray	0
S51453.T-S51459.T	QCarray	0
S51453.T-S51460.T	QCarray	0.0118
S51453.T-S51461.T	QCarray	0
S51453.T-S51466.T	QCarray	0.0258
S51453.T-S51466.N	QCarray	0.0214
S51453.T-S51468.N	QCarray	0
S51453.T-S51475.T	QCarray	0
S51453.T-S51480.T	QCarray	0
S51453.T-S51490.T	QCarray	0
S51453.T-S51491.N	QCarray	0
S51453.T-S51480.N	QCarray	0
S51453.T-S51482.T	QCarray	0
S51453.T-E337.2	QCarray	0
S51453.T-E337.03	QCarray	0
S51453.T-E337.07	QCarray	0
S51453.T-E540.20	QCarray	0
S51454.T-S51455.T	QCarray	0
S51454.T-S51458.T	QCarray	0
S51454.T-S51468.T	QCarray	0
S51454.T-S51472.T	QCarray	0
S51454.T-S51481.T	QCarray	0
S51454.T-S51484.T	QCarray	0
S51454.T-S51485.T	QCarray	0
S51454.T-S51486.T	QCarray	0
S51454.T-S51487.T	QCarray	0
S51454.T-S51417.T	QCarray	0
S51454.T-S51418.T	QCarray	0.0324
S51454.T-S51420.T	QCarray	0
S51454.T-S51424.T	QCarray	0
S51454.T-S51427.T	QCarray	0
S51454.T-S51429.T	QCarray	0
S51454.T-S51430.T	QCarray	0
S51454.T-S51431.T	QCarray	0
S51454.T-S51432.T	QCarray	0
S51454.T-S51441.T	QCarray	0
S51454.T-S51448.T	QCarray	0
S51454.T-S51449.T	QCarray	0
S51454.T-S51459.T	QCarray	0
S51454.T-S51460.T	QCarray	0.0314
S51454.T-S51461.T	QCarray	0
S51454.T-S51466.T	QCarray	0
S51454.T-S51466.N	QCarray	0
S51454.T-S51468.N	QCarray	0
S51454.T-S51475.T	QCarray	0
S51454.T-S51480.T	QCarray	0
S51454.T-S51490.T	QCarray	0
S51454.T-S51491.N	QCarray	0
S51454.T-S51480.N	QCarray	0
S51454.T-S51482.T	QCarray	0
S51454.T-E337.2	QCarray	0.0409
S51454.T-E337.03	QCarray	0
S51454.T-E337.07	QCarray	0
S51454.T-E540.20	QCarray	0
S51455.T-S51458.T	QCarray	0
S51455.T-S51468.T	QCarray	0
S51455.T-S51472.T	QCarray	0
S51455.T-S51481.T	QCarray	0
S51455.T-S51484.T	QCarray	0
S51455.T-S51485.T	QCarray	0
S51455.T-S51486.T	QCarray	0.0111
S51455.T-S51487.T	QCarray	0
S51455.T-S51417.T	QCarray	0
S51455.T-S51418.T	QCarray	0
S51455.T-S51420.T	QCarray	0
S51455.T-S51424.T	QCarray	0
S51455.T-S51427.T	QCarray	0.0225
S51455.T-S51429.T	QCarray	0
S51455.T-S51430.T	QCarray	0.0404
S51455.T-S51431.T	QCarray	0
S51455.T-S51432.T	QCarray	0
S51455.T-S51441.T	QCarray	0
S51455.T-S51448.T	QCarray	0
S51455.T-S51449.T	QCarray	0
S51455.T-S51459.T	QCarray	0.0303
S51455.T-S51460.T	QCarray	0
S51455.T-S51461.T	QCarray	0
S51455.T-S51466.T	QCarray	0
S51455.T-S51466.N	QCarray	0
S51455.T-S51468.N	QCarray	0.0207
S51455.T-S51475.T	QCarray	0
S51455.T-S51480.T	QCarray	0
S51455.T-S51490.T	QCarray	0
S51455.T-S51491.N	QCarray	0
S51455.T-S51480.N	QCarray	0
S51455.T-S51482.T	QCarray	0
S51455.T-E337.2	QCarray	0
S51455.T-E337.03	QCarray	0
S51455.T-E337.07	QCarray	0
S51455.T-E540.20	QCarray	0
S51458.T-S51468.T	QCarray	0
S51458.T-S51472.T	QCarray	0
S51458.T-S51481.T	QCarray	0
S51458.T-S51484.T	QCarray	0
S51458.T-S51485.T	QCarray	0
S51458.T-S51486.T	QCarray	0
S51458.T-S51487.T	QCarray	0
S51458.T-S51417.T	QCarray	0
S51458.T-S51418.T	QCarray	0
S51458.T-S51420.T	QCarray	0
S51458.T-S51424.T	QCarray	0
S51458.T-S51427.T	QCarray	0
S51458.T-S51429.T	QCarray	0
S51458.T-S51430.T	QCarray	0
S51458.T-S51431.T	QCarray	0
S51458.T-S51432.T	QCarray	0
S51458.T-S51441.T	QCarray	0
S51458.T-S51448.T	QCarray	0
S51458.T-S51449.T	QCarray	0
S51458.T-S51459.T	QCarray	0
S51458.T-S51460.T	QCarray	0
S51458.T-S51461.T	QCarray	0
S51458.T-S51466.T	QCarray	0
S51458.T-S51466.N	QCarray	0
S51458.T-S51468.N	QCarray	0
S51458.T-S51475.T	QCarray	0
S51458.T-S51480.T	QCarray	0
S51458.T-S51490.T	QCarray	0
S51458.T-S51491.N	QCarray	0
S51458.T-S51480.N	QCarray	0
S51458.T-S51482.T	QCarray	0.1129
S51458.T-E337.2	QCarray	0
S51458.T-E337.03	QCarray	0
S51458.T-E337.07	QCarray	0
S51458.T-E540.20	QCarray	0
S51468.T-S51472.T	QCarray	0
S51468.T-S51481.T	QCarray	0
S51468.T-S51484.T	QCarray	0
S51468.T-S51485.T	QCarray	0
S51468.T-S51486.T	QCarray	0
S51468.T-S51487.T	QCarray	0
S51468.T-S51417.T	QCarray	0
S51468.T-S51418.T	QCarray	0
S51468.T-S51420.T	QCarray	0
S51468.T-S51424.T	QCarray	0
S51468.T-S51427.T	QCarray	0
S51468.T-S51429.T	QCarray	0
S51468.T-S51430.T	QCarray	0
S51468.T-S51431.T	QCarray	0
S51468.T-S51432.T	QCarray	0
S51468.T-S51441.T	QCarray	0
S51468.T-S51448.T	QCarray	0
S51468.T-S51449.T	QCarray	0
S51468.T-S51459.T	QCarray	0
S51468.T-S51460.T	QCarray	0
S51468.T-S51461.T	QCarray	0
S51468.T-S51466.T	QCarray	0
S51468.T-S51466.N	QCarray	0
S51468.T-S51468.N	QCarray:tumor-normal pair	0.9804
S51468.T-S51475.T	QCarray	0
S51468.T-S51480.T	QCarray	0
S51468.T-S51490.T	QCarray	0
S51468.T-S51491.N	QCarray	0
S51468.T-S51480.N	QCarray	0
S51468.T-S51482.T	QCarray	0
S51468.T-E337.2	QCarray	0
S51468.T-E337.03	QCarray	0
S51468.T-E337.07	QCarray	0
S51468.T-E540.20	QCarray	0
S51472.T-S51481.T	QCarray	0
S51472.T-S51484.T	QCarray	0
S51472.T-S51485.T	QCarray	0
S51472.T-S51486.T	QCarray	0
S51472.T-S51487.T	QCarray	0
S51472.T-S51417.T	QCarray	0
S51472.T-S51418.T	QCarray	0
S51472.T-S51420.T	QCarray	0
S51472.T-S51424.T	QCarray	0
S51472.T-S51427.T	QCarray	0
S51472.T-S51429.T	QCarray	0
S51472.T-S51430.T	QCarray	0
S51472.T-S51431.T	QCarray	0
S51472.T-S51432.T	QCarray	0
S51472.T-S51441.T	QCarray	0
S51472.T-S51448.T	QCarray	0
S51472.T-S51449.T	QCarray	0
S51472.T-S51459.T	QCarray	0
S51472.T-S51460.T	QCarray	0
S51472.T-S51461.T	QCarray	0
S51472.T-S51466.T	QCarray	0
S51472.T-S51466.N	QCarray	0
S51472.T-S51468.N	QCarray	0
S51472.T-S51475.T	QCarray	0
S51472.T-S51480.T	QCarray	0
S51472.T-S51490.T	QCarray	0
S51472.T-S51491.N	QCarray	0
S51472.T-S51480.N	QCarray	0
S51472.T-S51482.T	QCarray	0
S51472.T-E337.2	QCarray	0.0454
S51472.T-E337.03	QCarray	0
S51472.T-E337.07	QCarray	0
S51472.T-E540.20	QCarray	0
S51481.T-S51484.T	QCarray	0.0251
S51481.T-S51485.T	QCarray	0
S51481.T-S51486.T	QCarray	0.0689
S51481.T-S51487.T	QCarray	0.0278
S51481.T-S51417.T	QCarray	0.0492
S51481.T-S51418.T	QCarray	0
S51481.T-S51420.T	QCarray	0
S51481.T-S51424.T	QCarray	0.0592
S51481.T-S51427.T	QCarray	0.0425
S51481.T-S51429.T	QCarray	0.0561
S51481.T-S51430.T	QCarray	0.0577
S51481.T-S51431.T	QCarray	0.0234
S51481.T-S51432.T	QCarray	0.0546
S51481.T-S51441.T	QCarray	0
S51481.T-S51448.T	QCarray	0
S51481.T-S51449.T	QCarray	0.0554
S51481.T-S51459.T	QCarray	0.0493
S51481.T-S51460.T	QCarray	0
S51481.T-S51461.T	QCarray	0.0575
S51481.T-S51466.T	QCarray	0.0476
S51481.T-S51466.N	QCarray	0.0458
S51481.T-S51468.N	QCarray	0.0195
S51481.T-S51475.T	QCarray	0
S51481.T-S51480.T	QCarray	0
S51481.T-S51490.T	QCarray	0.0384
S51481.T-S51491.N	QCarray	0.0427
S51481.T-S51480.N	QCarray	0
S51481.T-S51482.T	QCarray	0
S51481.T-E337.2	QCarray	0
S51481.T-E337.03	QCarray	0
S51481.T-E337.07	QCarray	0.0633
S51481.T-E540.20	QCarray	0
S51484.T-S51485.T	QCarray	0
S51484.T-S51486.T	QCarray	0
S51484.T-S51487.T	QCarray	0
S51484.T-S51417.T	QCarray	0
S51484.T-S51418.T	QCarray	0
S51484.T-S51420.T	QCarray	0
S51484.T-S51424.T	QCarray	0
S51484.T-S51427.T	QCarray	0
S51484.T-S51429.T	QCarray	0
S51484.T-S51430.T	QCarray	0
S51484.T-S51431.T	QCarray	0
S51484.T-S51432.T	QCarray	0
S51484.T-S51441.T	QCarray	0
S51484.T-S51448.T	QCarray	0
S51484.T-S51449.T	QCarray	0
S51484.T-S51459.T	QCarray	0
S51484.T-S51460.T	QCarray	0
S51484.T-S51461.T	QCarray	0
S51484.T-S51466.T	QCarray	0
S51484.T-S51466.N	QCarray	0
S51484.T-S51468.N	QCarray	0
S51484.T-S51475.T	QCarray	0
S51484.T-S51480.T	QCarray	0
S51484.T-S51490.T	QCarray	0
S51484.T-S51491.N	QCarray	0
S51484.T-S51480.N	QCarray	0
S51484.T-S51482.T	QCarray	0
S51484.T-E337.2	QCarray	0
S51484.T-E337.03	QCarray	0
S51484.T-E337.07	QCarray	0
S51484.T-E540.20	QCarray	0
S51485.T-S51486.T	QCarray	0
S51485.T-S51487.T	QCarray	0
S51485.T-S51417.T	QCarray	0
S51485.T-S51418.T	QCarray	0
S51485.T-S51420.T	QCarray	0
S51485.T-S51424.T	QCarray	0
S51485.T-S51427.T	QCarray	0
S51485.T-S51429.T	QCarray	0
S51485.T-S51430.T	QCarray	0
S51485.T-S51431.T	QCarray	0
S51485.T-S51432.T	QCarray	0
S51485.T-S51441.T	QCarray	0
S51485.T-S51448.T	QCarray	0
S51485.T-S51449.T	QCarray	0
S51485.T-S51459.T	QCarray	0
S51485.T-S51460.T	QCarray	0
S51485.T-S51461.T	QCarray	0
S51485.T-S51466.T	QCarray	0
S51485.T-S51466.N	QCarray	0
S51485.T-S51468.N	QCarray	0
S51485.T-S51475.T	QCarray	0
S51485.T-S51480.T	QCarray	0
S51485.T-S51490.T	QCarray	0
S51485.T-S51491.N	QCarray	0
S51485.T-S51480.N	QCarray	0
S51485.T-S51482.T	QCarray	0
S51485.T-E337.2	QCarray	0
S51485.T-E337.03	QCarray	0
S51485.T-E337.07	QCarray	0
S51485.T-E540.20	QCarray	0
S51486.T-S51487.T	QCarray	0
S51486.T-S51417.T	QCarray	0.0259
S51486.T-S51418.T	QCarray	0
S51486.T-S51420.T	QCarray	0
S51486.T-S51424.T	QCarray	0.0368
S51486.T-S51427.T	QCarray	0.0398
S51486.T-S51429.T	QCarray	0.0599
S51486.T-S51430.T	QCarray	0.0647
S51486.T-S51431.T	QCarray	0
S51486.T-S51432.T	QCarray	0
S51486.T-S51441.T	QCarray	0
S51486.T-S51448.T	QCarray	0
S51486.T-S51449.T	QCarray	0.0649
S51486.T-S51459.T	QCarray	0.0647
S51486.T-S51460.T	QCarray	0
S51486.T-S51461.T	QCarray	0.0596
S51486.T-S51466.T	QCarray	0
S51486.T-S51466.N	QCarray	0
S51486.T-S51468.N	QCarray	0
S51486.T-S51475.T	QCarray	0
S51486.T-S51480.T	QCarray	0
S51486.T-S51490.T	QCarray	0.0424
S51486.T-S51491.N	QCarray	0.0387
S51486.T-S51480.N	QCarray	0
S51486.T-S51482.T	QCarray	0
S51486.T-E337.2	QCarray	0
S51486.T-E337.03	QCarray	0
S51486.T-E337.07	QCarray	0.0744
S51486.T-E540.20	QCarray	0
S51487.T-S51417.T	QCarray	0
S51487.T-S51418.T	QCarray	0
S51487.T-S51420.T	QCarray	0
S51487.T-S51424.T	QCarray	0
S51487.T-S51427.T	QCarray	0
S51487.T-S51429.T	QCarray	0
S51487.T-S51430.T	QCarray	0
S51487.T-S51431.T	QCarray	0
S51487.T-S51432.T	QCarray	0
S51487.T-S51441.T	QCarray	0
S51487.T-S51448.T	QCarray	0
S51487.T-S51449.T	QCarray	0
S51487.T-S51459.T	QCarray	0
S51487.T-S51460.T	QCarray	0.0066
S51487.T-S51461.T	QCarray	0
S51487.T-S51466.T	QCarray	0
S51487.T-S51466.N	QCarray	0
S51487.T-S51468.N	QCarray	0
S51487.T-S51475.T	QCarray	0
S51487.T-S51480.T	QCarray	0
S51487.T-S51490.T	QCarray	0
S51487.T-S51491.N	QCarray	0
S51487.T-S51480.N	QCarray	0
S51487.T-S51482.T	QCarray	0
S51487.T-E337.2	QCarray	0
S51487.T-E337.03	QCarray	0
S51487.T-E337.07	QCarray	0
S51487.T-E540.20	QCarray	0
S51417.T-S51418.T	QCarray	0
S51417.T-S51420.T	QCarray	0
S51417.T-S51424.T	QCarray	0.0315
S51417.T-S51427.T	QCarray	0
S51417.T-S51429.T	QCarray	0.0772
S51417.T-S51430.T	QCarray	0.0378
S51417.T-S51431.T	QCarray	0
S51417.T-S51432.T	QCarray	0
S51417.T-S51441.T	QCarray	0
S51417.T-S51448.T	QCarray	0
S51417.T-S51449.T	QCarray	0.0583
S51417.T-S51459.T	QCarray	0.0178
S51417.T-S51460.T	QCarray	0
S51417.T-S51461.T	QCarray	0.0802
S51417.T-S51466.T	QCarray	0.0512
S51417.T-S51466.N	QCarray	0.0536
S51417.T-S51468.N	QCarray	0.0478
S51417.T-S51475.T	QCarray	0
S51417.T-S51480.T	QCarray	0
S51417.T-S51490.T	QCarray	0.0556
S51417.T-S51491.N	QCarray	0.0545
S51417.T-S51480.N	QCarray	0
S51417.T-S51482.T	QCarray	0
S51417.T-E337.2	QCarray	0
S51417.T-E337.03	QCarray	0
S51417.T-E337.07	QCarray	0.0735
S51417.T-E540.20	QCarray	0
S51418.T-S51420.T	QCarray	0
S51418.T-S51424.T	QCarray	0
S51418.T-S51427.T	QCarray	0
S51418.T-S51429.T	QCarray	0
S51418.T-S51430.T	QCarray	0
S51418.T-S51431.T	QCarray	0
S51418.T-S51432.T	QCarray	0
S51418.T-S51441.T	QCarray	0
S51418.T-S51448.T	QCarray	0
S51418.T-S51449.T	QCarray	0
S51418.T-S51459.T	QCarray	0
S51418.T-S51460.T	QCarray	0.0193
S51418.T-S51461.T	QCarray	0
S51418.T-S51466.T	QCarray	0
S51418.T-S51466.N	QCarray	0
S51418.T-S51468.N	QCarray	0
S51418.T-S51475.T	QCarray	0
S51418.T-S51480.T	QCarray	0
S51418.T-S51490.T	QCarray	0
S51418.T-S51491.N	QCarray	0
S51418.T-S51480.N	QCarray	0
S51418.T-S51482.T	QCarray	0
S51418.T-E337.2	QCarray	0.0302
S51418.T-E337.03	QCarray	0
S51418.T-E337.07	QCarray	0
S51418.T-E540.20	QCarray	0
S51420.T-S51424.T	QCarray	0
S51420.T-S51427.T	QCarray	0
S51420.T-S51429.T	QCarray	0
S51420.T-S51430.T	QCarray	0
S51420.T-S51431.T	QCarray	0
S51420.T-S51432.T	QCarray	0
S51420.T-S51441.T	QCarray	0
S51420.T-S51448.T	QCarray	0
S51420.T-S51449.T	QCarray	0
S51420.T-S51459.T	QCarray	0
S51420.T-S51460.T	QCarray	0
S51420.T-S51461.T	QCarray	0
S51420.T-S51466.T	QCarray	0
S51420.T-S51466.N	QCarray	0
S51420.T-S51468.N	QCarray	0
S51420.T-S51475.T	QCarray	0.1118
S51420.T-S51480.T	QCarray	0.1322
S51420.T-S51490.T	QCarray	0
S51420.T-S51491.N	QCarray	0
S51420.T-S51480.N	QCarray	0.132
S51420.T-S51482.T	QCarray	0
S51420.T-E337.2	QCarray	0
S51420.T-E337.03	QCarray	0
S51420.T-E337.07	QCarray	0
S51420.T-E540.20	QCarray	0
S51424.T-S51427.T	QCarray	0.018
S51424.T-S51429.T	QCarray	0.0136
S51424.T-S51430.T	QCarray	0.0217
S51424.T-S51431.T	QCarray	0.0223
S51424.T-S51432.T	QCarray	0.0405
S51424.T-S51441.T	QCarray	0
S51424.T-S51448.T	QCarray	0
S51424.T-S51449.T	QCarray	0.0537
S51424.T-S51459.T	QCarray	0.0569
S51424.T-S51460.T	QCarray	0
S51424.T-S51461.T	QCarray	0
S51424.T-S51466.T	QCarray	0.0699
S51424.T-S51466.N	QCarray	0.0644
S51424.T-S51468.N	QCarray	0.0283
S51424.T-S51475.T	QCarray	0
S51424.T-S51480.T	QCarray	0
S51424.T-S51490.T	QCarray	0.0246
S51424.T-S51491.N	QCarray	0.028
S51424.T-S51480.N	QCarray	0
S51424.T-S51482.T	QCarray	0
S51424.T-E337.2	QCarray	0
S51424.T-E337.03	QCarray	0
S51424.T-E337.07	QCarray	0
S51424.T-E540.20	QCarray	0
S51427.T-S51429.T	QCarray	0.0288
S51427.T-S51430.T	QCarray	0.0247
S51427.T-S51431.T	QCarray	0.0325
S51427.T-S51432.T	QCarray	0
S51427.T-S51441.T	QCarray	0
S51427.T-S51448.T	QCarray	0
S51427.T-S51449.T	QCarray	0.0414
S51427.T-S51459.T	QCarray	0.0652
S51427.T-S51460.T	QCarray	0
S51427.T-S51461.T	QCarray	0.0425
S51427.T-S51466.T	QCarray	0.0274
S51427.T-S51466.N	QCarray	0.0383
S51427.T-S51468.N	QCarray	0.0351
S51427.T-S51475.T	QCarray	0
S51427.T-S51480.T	QCarray	0
S51427.T-S51490.T	QCarray	0
S51427.T-S51491.N	QCarray	0
S51427.T-S51480.N	QCarray	0
S51427.T-S51482.T	QCarray	0
S51427.T-E337.2	QCarray	0
S51427.T-E337.03	QCarray	0
S51427.T-E337.07	QCarray	0.0467
S51427.T-E540.20	QCarray	0
