HPV.subtype	lm.pvalue	lm.fdr	lm.status
HPV16	0.131352538007715	0.258772993205334	No Change
HPV18	0.0514619455955042	0.231578755179769	No Change
HPV31	0.238103127681415	0.357154691522123	No Change
HPV33	0.422068477643824	0.436605472989188	No Change
HPV45	0.143762774002964	0.258772993205334	No Change
HPV58	3.86164894948137e-07	3.47548405453324e-06	Variable
HPV59	0.114760135495854	0.258772993205334	No Change
HPV67	0.368829558410799	0.436605472989188	No Change
HPV73	0.436605472989188	0.436605472989188	No Change
