HPV.subtype	lm.pvalue	lm.fdr	lm.status
HPV16	0.011706339795657	0.105357058160913	No Change
HPV18	0.489851652839699	0.489851652839699	No Change
HPV31	0.351769512908102	0.489851652839699	No Change
HPV33	0.331845265906546	0.489851652839699	No Change
HPV45	0.176085790812297	0.396193029327668	No Change
HPV58	0.0445167055925342	0.156224776824203	No Change
HPV59	0.0520749256080677	0.156224776824203	No Change
HPV67	0.451580456469493	0.489851652839699	No Change
HPV73	0.436661822430598	0.489851652839699	No Change
