HPV.subtype	lm.pvalue	lm.fdr	lm.status
HPV16	0.0317513389625388	0.142881025331425	No Change
HPV18	0.557296053536561	0.626958060228631	No Change
HPV31	0.166487962238916	0.410346633255727	No Change
HPV33	0.312468562456267	0.560970493042042	No Change
HPV45	0.820966071212281	0.820966071212281	No Change
HPV58	6.5279155258339e-05	0.000587512397325051	Variable
HPV59	0.446191047794897	0.573674204307725	No Change
HPV67	0.373980328694695	0.560970493042042	No Change
HPV73	0.18237628144699	0.410346633255727	No Change
