HPV.subtype	lm.pvalue	lm.fdr	lm.status
HPV16	0.287845277410755	0.470606827646276	No Change
HPV18	0.95969580826693	0.961592556825647	No Change
HPV31	0.194739741773079	0.470606827646276	No Change
HPV33	0.246591267877307	0.470606827646276	No Change
HPV45	0.961592556825647	0.961592556825647	No Change
HPV58	0.113301506453622	0.470606827646276	No Change
HPV59	0.36602753261377	0.470606827646276	No Change
HPV67	0.348339467269641	0.470606827646276	No Change
HPV73	0.243601906358726	0.470606827646276	No Change
