HPV.subtype	lm.pvalue	lm.fdr	lm.status
HPV16	0.442215579033137	0.568562887328319	No Change
HPV18	0.399695205907024	0.568562887328319	No Change
HPV31	0.0679594789133613	0.305817655110126	No Change
HPV33	0.182743967090294	0.32893914076253	No Change
HPV45	0.945920829884607	0.945920829884607	No Change
HPV58	1.56481011591671e-09	1.40832910432504e-08	Variable
HPV59	0.860650306553396	0.945920829884607	No Change
HPV67	0.180058894525853	0.32893914076253	No Change
HPV73	0.182359520825637	0.32893914076253	No Change
