HPV.subtype	lm.pvalue	lm.fdr	lm.status
HPV16	0.608526750428221	0.742959324041417	No Change
HPV18	0.331312317155052	0.496968475732578	No Change
HPV31	0.0961426318791539	0.432641843456192	No Change
HPV33	0.160217369946455	0.438417784463047	No Change
HPV45	0.742959324041417	0.742959324041417	No Change
HPV58	0.0173314038450344	0.15598263460531	No Change
HPV59	0.694252915645623	0.742959324041417	No Change
HPV67	0.209680760406807	0.438417784463047	No Change
HPV73	0.243565435812804	0.438417784463047	No Change
